,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,star,writer,year,ROI_pct,release_dt
3571,-4886509,35000000,Warner Bros.,USA,Steve Beck,Horror,30113491,Ghost Ship,R,10/25/2002,91,Julianna Margulies,Mark Hanlon,2002,-13.961454285714286,2002-10-25
3572,-18281836,43000000,Columbia Pictures Corporation,USA,Roger Kumble,Comedy,24718164,The Sweetest Thing,R,4/12/2002,88,Cameron Diaz,Nancy Pimental,2002,-42.5158976744186,2002-04-12
3573,-32029962,47000000,Twentieth Century Fox Film Corporation,USA,Steven Soderbergh,Drama,14970038,Solaris,PG-13,11/27/2002,99,George Clooney,Stanislaw Lem,2002,-68.14885531914894,2002-11-27
3574,4296447,21000000,EuropaCorp,France,Louis Leterrier,Action,25296447,The Transporter,PG-13,10/11/2002,92,Jason Statham,Luc Besson,2002,20.45927142857143,2002-10-11
3575,11385278,30000000,Universal Pictures,UK,Chris Weitz,Comedy,41385278,About a Boy,PG-13,5/17/2002,101,Hugh Grant,Nick Hornby,2002,37.95092666666667,2002-05-17
3576,-25551411,40000000,Regency Enterprises,USA,Stephen Herek,Comedy,14448589,Life or Something Like It,PG-13,4/26/2002,103,Angelina Jolie,John Scott Shepherd,2002,-63.878527500000004,2002-04-26
3577,22710019,31000000,Beijing New Picture Film Co.,China,Yimou Zhang,Action,53710019,Hero,PG-13,8/27/2004,107,Jet Li,Feng Li,2002,73.25812580645162,2004-08-27
3578,-6259307,6428966,Media Asia Films,Hong Kong,Wai-Keung Lau,Crime,169659,Infernal Affairs,R,12/12/2002,101,Andy Lau,Alan Mak,2002,-97.3610219746068,2002-12-12
3579,-4663200,35000000,Warner Bros.,USA,Michael Rymer,Drama,30336800,Queen of the Damned,R,2/22/2002,101,Aaliyah,Anne Rice,2002,-13.323428571428572,2002-02-22
3580,3746370,32000000,Lakeshore Entertainment,USA,Mark Pellington,Drama,35746370,The Mothman Prophecies,PG-13,1/25/2002,119,Richard Gere,Richard Hatem,2002,11.70740625,2002-01-25
3581,33354851,60000000,Castle Rock Entertainment,USA,Marc Lawrence,Comedy,93354851,Two Weeks Notice,PG-13,12/20/2002,101,Sandra Bullock,Marc Lawrence,2002,55.59141833333333,2002-12-20
3582,2007742,38000000,Columbia Pictures Corporation,USA,Michael Apted,Crime,40007742,Enough,PG-13,5/24/2002,115,Jennifer Lopez,Nicholas Kazan,2002,5.283531578947368,2002-05-24
3583,6015786,8000000,Flan de Coco Films,USA,Miguel Arteta,Drama,14015786,The Good Girl,R,8/30/2002,93,Jennifer Aniston,Mike White,2002,75.197325,2002-08-30
3584,8060843,5000000,25th Hour Productions,USA,Spike Lee,Drama,13060843,25th Hour,R,1/10/2003,135,Edward Norton,David Benioff,2002,161.21686,2003-01-10
3585,19658188,1500000,Tonic Films,USA,Eli Roth,Comedy,21158188,Cabin Fever,R,9/12/2003,93,Jordan Ladd,Eli Roth,2002,1310.5458666666668,2003-09-12
3586,-6719883,80000000,DreamWorks Animation,USA,Kelly Asbury,Animation,73280117,Spirit: Stallion of the Cimarron,G,5/24/2002,83,Matt Damon,John Fusco,2002,-8.39985375,2002-05-24
3587,-23315181,80000000,Warner Bros.,USA,Simon Wells,Action,56684819,The Time Machine,PG-13,3/8/2002,96,Guy Pearce,H.G. Wells,2002,-29.143976249999998,2002-03-08
3588,15354442,15000000,Dimension Films,USA,Rick Rosenthal,Comedy,30354442,Halloween: Resurrection,R,7/12/2002,94,Jamie Lee Curtis,Debra Hill,2002,102.36294666666667,2002-07-12
3589,10390647,30000000,Universal Pictures,USA,John Stockwell,Drama,40390647,Blue Crush,PG-13,8/16/2002,104,Kate Bosworth,Susan Orlean,2002,34.635490000000004,2002-08-16
3590,-74085932,115000000,Metro-Goldwyn-Mayer (MGM),USA,John Woo,Action,40914068,Windtalkers,R,6/14/2002,134,Nicolas Cage,John Rice,2002,-64.4225495652174,2002-06-14
3591,-44922743,85000000,Warner Bros.,USA,Andrew Davis,Action,40077257,Collateral Damage,R,2/8/2002,108,Arnold Schwarzenegger,Ronald Roose,2002,-52.85028588235294,2002-02-08
3592,76293452,50000000,Columbia Pictures Corporation,USA,Steven Brill,Comedy,126293452,Mr. Deeds,PG-13,6/28/2002,96,Adam Sandler,Clarence Budington Kelland,2002,152.586904,2002-06-28
3593,50907036,68000000,Paramount Pictures,USA,Phil Alden Robinson,Action,118907036,The Sum of All Fears,PG-13,5/31/2002,124,Ben Affleck,Tom Clancy,2002,74.86328823529412,2002-05-31
3594,39011225,55000000,Revolution Studios,USA,Wayne Wang,Comedy,94011225,Maid in Manhattan,PG-13,12/13/2002,105,Jennifer Lopez,John Hughes,2002,70.9295,2002-12-13
3595,35756802,36000000,New Line Cinema,USA,Nick Cassavetes,Crime,71756802,John Q,PG-13,2/15/2002,116,Denzel Washington,James Kearns,2002,99.32445,2002-02-15
3596,2532619,4000000,Kingsgate Films,Germany,Roger Avary,Comedy,6532619,The Rules of Attraction,R,10/11/2002,110,James Van Der Beek,Bret Easton Ellis,2002,63.315475,2002-10-11
3598,-39839839,70000000,Touchstone Pictures,USA,Joel Schumacher,Action,30160161,Bad Company,PG-13,6/7/2002,116,Anthony Hopkins,Gary M. Goodman,2002,-56.914055714285716,2002-06-07
3599,-456793,42000000,Twentieth Century Fox Film Corporation,USA,Carl Franklin,Crime,41543207,High Crimes,PG-13,4/5/2002,115,Jim Caviezel,Joseph Finder,2002,-1.087602380952381,2002-04-05
3601,4158074,15000000,Walt Disney Pictures,USA,Jay Russell,Drama,19158074,Tuck Everlasting,PG,10/11/2002,90,Alexis Bledel,Natalie Babbitt,2002,27.720493333333334,2002-10-11
3602,47846429,38000000,Dimension Films,USA,Robert Rodriguez,Action,85846429,Spy Kids 2: Island of Lost Dreams,PG,8/7/2002,100,Alexa PenaVega,Robert Rodriguez,2002,125.91165526315788,2002-08-07
3603,-14164144,21000000,Touchstone Pictures,USA,Brad Silberling,Drama,6835856,Moonlight Mile,PG-13,10/4/2002,112,Jake Gyllenhaal,Brad Silberling,2002,-67.44830476190477,2002-10-04
3604,-6358212,8000000,Odeon Films,Canada,David Cronenberg,Drama,1641788,Spider,R,11/13/2002,98,Ralph Fiennes,Patrick McGrath,2002,-79.47765,2002-11-13
3605,-12996424,29000000,Miramax,USA,George Clooney,Biography,16003576,Confessions of a Dangerous Mind,R,1/24/2003,113,Sam Rockwell,Chuck Barris,2002,-44.81525517241379,2003-01-24
3606,35016287,30000000,New Line Cinema,USA,Alexander Payne,Comedy,65016287,About Schmidt,R,1/3/2003,125,Jack Nicholson,Louis Begley,2002,116.72095666666667,2003-01-03
3607,-18125131,50000000,Warner Bros.,USA,Barbet Schroeder,Crime,31874869,Murder by Numbers,R,4/19/2002,115,Sandra Bullock,Tony Gayton,2002,-36.250262,2002-04-19
3608,2354988,13500000,Focus Features,USA,Todd Haynes,Drama,15854988,Far from Heaven,PG-13,1/10/2003,107,Julianne Moore,Todd Haynes,2002,17.444355555555553,2003-01-10
3609,-10556876,34000000,Happy Madison Productions,USA,Seth Kearsley,Animation,23443124,Eight Crazy Nights,PG-13,11/27/2002,76,Adam Sandler,Brooks Arthur,2002,-31.049635294117646,2002-11-27
3610,22983713,10000000,Avery Pix,USA,Marcus Raboy,Comedy,32983713,Friday After Next,R,11/22/2002,85,Ice Cube,Ice Cube,2002,229.83713,2002-11-22
3611,25191304,12000000,Fuzzy Bunny Films (I),USA,Tamra Davis,Comedy,37191304,Crossroads,PG-13,2/15/2002,93,Britney Spears,Shonda Rhimes,2002,209.92753333333334,2002-02-15
3612,19597131,12000000,Fox Searchlight Pictures,USA,Mark Romanek,Drama,31597131,One Hour Photo,R,9/13/2002,96,Robin Williams,Mark Romanek,2002,163.309425,2002-09-13
3613,-12677394,30000000,Warner Bros.,USA,Ellory Elkayem,Action,17322606,Eight Legged Freaks,PG-13,7/17/2002,99,David Arquette,Ellory Elkayem,2002,-42.25798,2002-07-17
3614,20950822,17000000,Miramax,USA,Michael Lehmann,Comedy,37950822,40 Days and 40 Nights,R,3/1/2002,96,Josh Hartnett,Rob Perez,2002,123.2401294117647,2002-03-01
3615,-3954711,4000000,CJ Entertainment,South Korea,Chan-wook Park,Crime,45289,Sympathy for Mr. Vengeance,R,3/29/2002,129,Kang-ho Song,Jae-sun Lee,2002,-98.86777500000001,2002-03-29
3616,32811275,15000000,Paramount Pictures,USA,Shawn Levy,Adventure,47811275,Big Fat Liar,PG,2/8/2002,88,Frankie Muniz,Dan Schneider,2002,218.74183333333335,2002-02-08
3617,-8412827,10000000,United Artists Film Corporation,UK,Douglas McGrath,Drama,1587173,Nicholas Nickleby,PG,1/9/2004,132,Charlie Hunnam,Charles Dickens,2002,-84.12827,2004-01-09
3618,-9452002,60000000,Blue Train Productions,USA,Kevin Donovan,Action,50547998,The Tuxedo,PG-13,9/27/2002,98,Jackie Chan,Phil Hay,2002,-15.753336666666668,2002-09-27
3620,-29937464,30000000,Columbia Pictures,USA,Luis Mandoki,Action,62536,Trapped,R,9/20/2002,106,Kevin Bacon,Greg Iles,2002,-99.79154666666666,2002-09-20
3621,15972187,13000000,Revolution Studios,USA,Ed Decter,Comedy,28972187,The New Guy,PG-13,5/10/2002,88,DJ Qualls,David Kendall,2002,122.86297692307693,2002-05-10
3622,-349723,500000,2 Loop Films,USA,Lucky McKee,Drama,150277,May,R,4/11/2003,93,Angela Bettis,Lucky McKee,2002,-69.94460000000001,2003-04-11
3623,-1589759,2000000,Muse Productions,USA,Jonas �kerlund,Comedy,410241,Spun,R,2/7/2003,101,Jason Schwartzman,Will De Los Santos,2002,-79.48795,2003-02-07
3624,55600072,20000000,98 MPH Productions,USA,John Lee Hancock,Drama,75600072,The Rookie,G,3/29/2002,127,Dennis Quaid,Mike Rich,2002,278.00036,2002-03-29
3625,-9992124,10000000,Screen Gems,UK,Guy Ritchie,Comedy,7876,Swept Away,R,10/11/2002,89,Madonna,Guy Ritchie,2002,-99.92124,2002-10-11
3626,-11413624,20000000,Motion Picture Corporation of America (MPCA),USA,Mort Nathan,Comedy,8586376,Boat Trip,R,3/21/2003,94,Cuba Gooding Jr.,Mort Nathan,2002,-57.06812,2003-03-21
3627,-7601372,20000000,Amen Ra Films,USA,Walter Hill,Action,12398628,Undisputed,R,8/23/2002,100,Wesley Snipes,David Giler,2002,-38.006859999999996,2002-08-23
3628,6033556,10000000,Twentieth Century Fox Film Corporation,USA,Steve Oedekerk,Action,16033556,Kung Pow: Enter the Fist,PG-13,1/25/2002,81,Steve Oedekerk,Steve Oedekerk,2002,60.33556,2002-01-25
3629,346122,16000000,Warner Bros.,USA,Peter Kosminsky,Drama,16346122,White Oleander,PG-13,10/11/2002,109,Michelle Pfeiffer,Janet Fitch,2002,2.1632625,2002-10-11
3630,-28407897,35000000,Quinta Communications,France,Brian De Palma,Crime,6592103,Mujer fatal,R,11/6/2002,114,Rebecca Romijn,Brian De Palma,2002,-81.16542,2002-11-06
3631,-5940412,15000000,Alphaville Films,USA,Ron Shelton,Action,9059588,Dark Blue,R,2/21/2003,118,Kurt Russell,James Ellroy,2002,-39.60274666666667,2003-02-21
3632,74236327,65000000,Walt Disney Pictures,USA,Michael Lembeck,Comedy,139236327,The Santa Clause 2,G,11/1/2002,104,Tim Allen,Don Rhymer,2002,114.20973384615385,2002-11-01
3633,21818548,45000000,Paramount Pictures,USA,Roger Michell,Drama,66818548,Changing Lanes,R,4/12/2002,98,Ben Affleck,Chap Taylor,2002,48.48566222222222,2002-04-12
3635,-39394438,40000000,Dimension Films,USA,David Twohy,Horror,605562,Below,R,10/18/2002,105,Bruce Greenwood,Lucas Sussman,2002,-98.48609499999999,2002-10-18
3636,10985501,26000000,Paramount Pictures,USA,Jonathan Frakes,Action,36985501,Clockstoppers,PG,3/29/2002,94,Jesse Bradford,Rob Hedden,2002,42.25192692307692,2002-03-29
3637,-32737712,40000000,Touchstone Pictures,USA,Barry Sonnenfeld,Comedy,7262288,Big Trouble,PG-13,4/5/2002,85,Tim Allen,Dave Barry,2002,-81.84428,2002-04-05
3638,-11160617,16000000,DreamWorks,USA,Woody Allen,Comedy,4839383,Hollywood Ending,PG-13,5/3/2002,112,Woody Allen,Woody Allen,2002,-69.75385625,2002-05-03
3639,46172560,35000000,Walt Disney Pictures,Canada,Brian Levant,Adventure,81172560,Snow Dogs,PG,1/18/2002,99,Cuba Gooding Jr.,Jim Kouf,2002,131.92159999999998,2002-01-18
3640,20063926,8500000,Twentieth Century Fox Film Corporation,USA,John Polson,Drama,28563926,Swimfan,PG-13,9/6/2002,85,Jesse Bradford,Charles F. Bohl,2002,236.04618823529412,2002-09-06
3641,36398162,20000000,Fox 2000 Pictures,USA,Charles Stone III,Comedy,56398162,Drumline,PG-13,12/13/2002,118,Nick Cannon,Shawn Schepps,2002,181.99080999999998,2002-12-13
3643,-23800483,50000000,Malpaso Productions,USA,Clint Eastwood,Action,26199517,Blood Work,R,8/9/2002,110,Clint Eastwood,Michael Connelly,2002,-47.600966,2002-08-09
3644,-16693834,35000000,Paramount Pictures,UK,Shekhar Kapur,Adventure,18306166,The Four Feathers,PG-13,9/20/2002,132,Heath Ledger,A.E.W. Mason,2002,-47.69666857142857,2002-09-20
3645,63782105,12000000,Metro-Goldwyn-Mayer (MGM),USA,Tim Story,Comedy,75782105,Barbershop,PG-13,9/13/2002,102,Ice Cube,Mark Brown,2002,531.5175416666666,2002-09-13
3646,21432423,30000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Comedy,51432423,Like Mike,PG,7/3/2002,99,Shad Moss,Michael Elliot,2002,71.44141,2002-07-03
3649,-46917288,85000000,Material,USA,Tom Dey,Action,38082712,Showtime,PG-13,3/15/2002,95,Robert De Niro,Jorge Saralegui,2002,-55.196809411764704,2002-03-15
3650,-36894400,70000000,Columbia Pictures Corporation,USA,Betty Thomas,Action,33105600,I Spy,PG-13,11/1/2002,97,Eddie Murphy,Morton S. Fine,2002,-52.70628571428572,2002-11-01
3651,-17235446,18000000,Castle Rock Entertainment,USA,D.J. Caruso,Crime,764554,The Salton Sea,R,5/17/2002,103,Val Kilmer,Tony Gayton,2002,-95.75247777777778,2002-05-17
3652,24363530,16000000,Revolution Studios,USA,Perry Andelin Blake,Adventure,40363530,The Master of Disguise,PG,8/2/2002,80,Dana Carvey,Dana Carvey,2002,152.2720625,2002-08-02
3653,-6621859,15000000,Miramax,UK,Oliver Parker,Comedy,8378141,The Importance of Being Earnest,PG,6/21/2002,97,Rupert Everett,Oscar Wilde,2002,-44.14572666666667,2002-06-21
3654,-50923185,70000000,Cheyenne Enterprises,USA,Gregory Hoblit,Drama,19076815,Hart's War,R,2/15/2002,125,Bruce Willis,John Katzenbach,2002,-72.74740714285714,2002-02-15
3655,1003420,1000000,Silver Sphere Corporation,USA,Don Coscarelli,Comedy,2003420,Bubba Ho-Tep,R,10/10/2003,92,Bruce Campbell,Joe R. Lansdale,2002,100.342,2003-10-10
3656,-3174339,3500000,Pioneer LDC,Japan,Takashi Shimizu,Horror,325661,Ju-on: The Grudge,R,1/25/2003,92,Megumi Okina,Takashi Shimizu,2002,-90.6954,2003-01-25
3657,13230435,25000000,Universal Pictures,USA,Malcolm D. Lee,Action,38230435,Undercover Brother,PG-13,5/31/2002,86,Eddie Griffin,John Ridley,2002,52.92173999999999,2002-05-31
3659,-1888640,10000000,BBC Films,UK,Stephen Frears,Crime,8111360,Dirty Pretty Things,R,9/5/2003,97,Chiwetel Ejiofor,Steven Knight,2002,-18.886400000000002,2003-09-05
3660,42599016,27000000,All Girl Productions,USA,Callie Khouri,Drama,69599016,Divine Secrets of the Ya-Ya Sisterhood,PG-13,6/7/2002,116,Sandra Bullock,Rebecca Wells,2002,157.77413333333334,2002-06-07
3661,-95579920,100000000,Castle Rock Entertainment,USA,Ron Underwood,Comedy,4420080,The Adventures of Pluto Nash,PG-13,8/16/2002,95,Eddie Murphy,Neil Cuthbert,2002,-95.57992,2002-08-16
3662,8578145,12500000,Fox Searchlight Pictures,USA,Denzel Washington,Biography,21078145,Antwone Fisher,PG-13,1/10/2003,120,Denzel Washington,Antwone Fisher,2002,68.62516,2003-01-10
3663,-55043194,120000000,Columbia Pictures Corporation,USA,Rob Minkoff,Animation,64956806,Stuart Little 2,PG,7/19/2002,77,Michael J. Fox,E.B. White,2002,-45.86932833333333,2002-07-19
3664,2960089,7500000,Paramount Pictures,USA,Joe Carnahan,Crime,10460089,Narc,R,1/10/2003,105,Ray Liotta,Joe Carnahan,2002,39.46785333333334,2003-01-10
3666,-51009202,70000000,Atlas Entertainment,USA,John McTiernan,Action,18990798,Rollerball,R,2/8/2002,98,Chris Klein,William Harrison,2002,-72.87028857142857,2002-02-08
3668,-29936195,60000000,Universal Pictures,USA,Tom Shadyac,Drama,30063805,Dragonfly,PG-13,2/22/2002,104,Kevin Costner,Brandon Camp,2002,-49.893658333333335,2002-02-22
3669,-46644185,55000000,Warner Bros.,UK,Danny DeVito,Comedy,8355815,Death to Smoochy,R,3/29/2002,109,Robin Williams,Adam Resnick,2002,-84.80760909090908,2002-03-29
3672,-12069815,29000000,FTM Productions,Germany,Reginald Hudlin,Comedy,16930185,Serving Sara,PG-13,8/23/2002,100,Matthew Perry,Jay Scherick,2002,-41.62005172413793,2002-08-23
3673,-1801234,12000000,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",USA,Wallace Wolodarsky,Comedy,10198766,Sorority Boys,R,3/22/2002,93,Barry Watson,Joe Jarvis,2002,-15.010283333333332,2002-03-22
3674,11563442,10600000,Castelao Producciones,USA,Jaume Balaguer�,Horror,22163442,Darkness,PG-13,12/25/2004,88,Anna Paquin,Jaume Balaguer�,2002,109.08907547169811,2004-12-25
3676,-17012353,30000000,Miramax,UK,Phillip Noyce,Drama,12987647,The Quiet American,R,3/7/2003,101,Michael Caine,Graham Greene,2002,-56.70784333333333,2003-03-07
3678,-4159158,17000000,Dimension Films,USA,Robert Harmon,Horror,12840842,They,PG-13,11/27/2002,89,Laura Regan,Brendan Hood,2002,-24.465635294117646,2002-11-27
3680,165429,6000000,Rumbalara Films,Australia,Phillip Noyce,Adventure,6165429,Cerca de la libertad,PG,1/31/2003,94,Everlyn Sampi,Doris Pilkington,2002,2.7571499999999998,2003-01-31
3681,-3437941,4000000,Gold Circle Films,USA,Mars Callahan,Comedy,562059,Poolhall Junkies,R,2/28/2003,99,Mars Callahan,Mars Callahan,2002,-85.948525,2003-02-28
3682,-1193927,1200000,First Look International,UK,Matthew Bright,Biography,6073,Bundy,R,11/22/2002,99,Michael Reilly Burke,Stephen Johnston,2002,-99.49391666666668,2002-11-22
3683,28430258,20000000,Disney Television Animation,USA,Robin Budd,Animation,48430258,Peter Pan II: Return to Neverland,G,2/15/2002,72,Blayne Weaver,Temple Mathews,2002,142.15129,2002-02-15
3684,-14272317,25000000,Paramount Pictures,USA,Stephen Gaghan,Drama,10727683,Abandon,PG-13,10/18/2002,99,Katie Holmes,Stephen Gaghan,2002,-57.089268000000004,2002-10-18
3685,2844929,3000000,HBO Films,USA,Patricia Cardoso,Comedy,5844929,Real Women Have Curves,PG-13,11/8/2002,90,America Ferrera,Josefina Lopez,2002,94.83096666666667,2002-11-08
3687,-28791977,42000000,MDP Worldwide,UK,William Malone,Crime,13208023,Feardotcom,R,8/30/2002,101,Stephen Dorff,Moshe Diamant,2002,-68.5523261904762,2002-08-30
3688,-18011004,35000000,Walt Disney Pictures,USA,Peter Hastings,Comedy,16988996,The Country Bears,G,7/26/2002,88,Haley Joel Osment,Mark Perez,2002,-51.46001142857143,2002-07-26
3689,-8516025,10000000,First Look International,Germany,Bruce Beresford,Drama,1483975,Evelyn,PG,12/25/2002,94,Pierce Brosnan,Paul Pender,2002,-85.16025,2002-12-25
3690,-6185756,11000000,Alliance Atlantis Communications,Canada,Dewey Nicks,Comedy,4814244,Slackers,R,2/1/2002,86,Devon Sawa,David H. Steinberg,2002,-56.234145454545455,2002-02-01
3691,-55705158,70000000,Franchise Pictures,USA,Wych Kaosayananda,Action,14294842,Ballistic: Ecks vs. Sever,R,9/20/2002,91,Antonio Banderas,Alan B. McElroy,2002,-79.57879714285714,2002-09-20
3692,-27877751,60000000,Warner Bros.,USA,Harold Ramis,Comedy,32122249,Analyze That,R,12/6/2002,96,Robert De Niro,Kenneth Lonergan,2002,-46.46291833333333,2002-12-06
3693,-3263734,3500000,Epsilon Motion Pictures,USA,Gus Van Sant,Adventure,236266,Gerry,R,9/20/2002,103,Casey Affleck,Casey Affleck,2002,-93.24954285714286,2002-09-20
3696,-4937934,7000000,Focus Puller Inc.,USA,Paul Schrader,Biography,2062066,Auto Focus,R,11/1/2002,105,Greg Kinnear,Robert Graysmith,2002,-70.54191428571428,2002-11-01
3700,1560950,12500000,Beacon Communications,USA,Michael Hoffman,Drama,14060950,The Emperor's Club,PG-13,11/22/2002,109,Kevin Kline,Ethan Canin,2002,12.4876,2002-11-22
3701,-14896353,25000000,Focus Features,USA,Neil LaBute,Drama,10103647,Possession,PG-13,8/30/2002,102,Gwyneth Paltrow,A.S. Byatt,2002,-59.585412000000005,2002-08-30
3702,-3955382,10000000,CineWild,USA,Scott Kalvert,Action,6044618,Deuces Wild,R,5/3/2002,96,Stephen Dorff,Paul Kimatian,2002,-39.55382,2002-05-03
3703,-4318497,9000000,United Artists,USA,Burr Steers,Comedy,4681503,Igby Goes Down,R,10/4/2002,98,Kieran Culkin,Burr Steers,2002,-47.9833,2002-10-04
3704,-10225683,11000000,Miramax,UK,Tom Tykwer,Crime,774317,Heaven,R,8/30/2002,97,Cate Blanchett,Krzysztof Kieslowski,2002,-92.96075454545455,2002-08-30
3705,-37566085,60000000,Franchise Pictures,USA,Michael Caton-Jones,Crime,22433915,City by the Sea,R,9/6/2002,108,Robert De Niro,Mike McAlary,2002,-62.610141666666664,2002-09-06
3706,-54920839,55000000,Universal Pictures,Germany,Jim Gillespie,Crime,79161,Eye See You,R,1/17/2002,96,Sylvester Stallone,Howard Swindle,2002,-99.85607090909092,2002-01-17
3708,-54649629,60000000,Universal Pictures,Germany,Jonathan Demme,Mystery,5350371,The Truth About Charlie,PG-13,10/25/2002,104,Mark Wahlberg,Peter Stone,2002,-91.08271500000001,2002-10-25
3709,-8878244,9000000,Les Films Alain Sarde,UK,Mike Leigh,Drama,121756,All or Nothing,R,5/16/2003,128,Timothy Spall,Mike Leigh,2002,-98.64715555555556,2003-05-16
3710,506446,2000000,Miramax,USA,Steven Soderbergh,Comedy,2506446,Full Frontal,R,8/2/2002,101,Julia Roberts,Coleman Hough,2002,25.3223,2002-08-02
3711,2361537,13000000,Screen Gems,USA,Don Michael Paul,Action,15361537,Half Past Dead,PG-13,11/15/2002,98,Morris Chestnut,Don Michael Paul,2002,18.16566923076923,2002-11-15
3713,19362712,8000000,Fox Searchlight Pictures,USA,Rick Famuyiwa,Romance,27362712,Brown Sugar,PG-13,10/11/2002,109,Taye Diggs,Michael Elliot,2002,242.0339,2002-10-11
3714,11482931,14000000,New Line Cinema,USA,Kevin Bray,Action,25482931,All About the Benjamins,R,3/8/2002,95,Ice Cube,Ronald Lang,2002,82.02093571428571,2002-03-08
